CLAVE,DESCRIPCIÓN
RODA-001,RODAMIENTO 6304 2ZR FAG
RODA-002,RODAMIENTO CONO T-157 TIM
RODA-003,RODAMIENTO DE AGUJA INA R40 X 45 X 17
RODA-004,RODAMIENTO ZSG 6201 ZZ
RODA-005,RODAMIENTO FAG 6202 2RS
RODA-006,RODAMIENTO FAG 6204 2RSR
RODA-007,RODAMIENTO 6206 ZZ
RODA-008,RODAMIENTO 6208 2RS
RODA-009,RODAMIENTO FRANTZ MOD. 2500
RODA-010,RODAMIENTO TL 6303 ZZ
RODA-011,RODAMIENTO ZSG 6302 ZZ
RODA-012,RODAMIENTO FAG 6303 2RSR L38
RODA-013,RODAMIENTO FAG 6303 2ZR C3
RODA-014,RODAMIENTO ZSG 6307 ZZ
RODA-015,RODAMIENTO FAG 30305A
RODA-016,RODAMIENTO SNR 6004 Z
RODA-017,RODAMIENTO INA SL183008-A-XL
RODA-018,RODAMIENTO INA PISTA INT. NA 6906-XL
RODA-019,RODAMIENTO FAG 32215
RODA-020,RODAMIENTO AS 28580/28520
RODA-021,RODAMIENTO FAG 22220
RODA-022,RODAMIENTO FRANTZ MODELO 5000 BRG
RODA-023,RADAMIENTO 16005
RODA-024,RODAMIENTO FAG 608 2RS
RODA-025,RODAMIENTO ZSG 686 ZZ
RODA-026,RODAMIENTO ZSG 696 ZZ
RODA-027,RODAMIENTO ZSG 61801 ZZ
RODA-028,RODAMIENTO FAG 6003.2ZR
RODA-029,RODAMIENTO NBR LR-203-2RS
RODA-030,RODAMIENTO FAG 6300 2RSR
RODA-031,RODAMIENTO FAG 6203 2RSR
RODA-032,RODAMIENTO 6205.2ZR
RODA-033,RODAMIENTO 6001.2ZR
RODA-055,RODAMIENTO DE AGUJAS DC502807
RODA-058,RODAMIENTO INA HK 2816
RODA-059,RODAMIENTO TIMKEN T110-904A1
RODI-001,"RODILLO DE FIBRA 17-280 100 X 100 
CLAVE: 593547"
RODI-002,RODILLO DE FIBRA C/LIJA GRANO 80 100 X 50 X 15.9 MM CLAVE 1390
RODI-004,RODILLO FIBRA G-180 100 X 100 X 19mm CLAVE 593530
RONDM001,RONDANA PLANA 8mm
RONDM002,RONDANA PLANA 12mm
RONDM003,RONDANA PLANA 20mm
RONDM004,RONDANA PLANA 24mm
RONDM005,RONDANA PLANA 18mm
RONDM006,RONDANA PLANA 14mm
RONDM007,RONDANA PLANA 6mm
RONDM008,RONDANA PLANA 3mm
RONDM009,RONDANA PLANA 16mm
RONDM101,RONDANA PLANA INOX. 5mm
RONDM201,RONDANA PLANA GALV. M 4
RONDM202,RONDANA PLANA GALV. M 5
RONDM203,RONDANA PLANA GALV. M 6
RONDM204,RONDANA PLANA GALV. 5/16
RONDM301,RONDANA DE PRESION 8mm
RONDM302,RONDANA DE PRESION 12mm
RONDM303,RONDANA DE PRESION 20mm
RONDM304,RONDANA DE PRESION 24mm
RONDM305,RONDANA DE PRESION 16mm
RONDM306,RONDANA DE PRESION 14mm
RONDS001,"RONDANA PLANA 5/32"""
RONDS002,"RONDANA PLANA 3/16"""
RONDS003,"RONDANA PLANA 1/4"""
RONDS004,"RONDANA PLANA 5/16"""
RONDS005,"RONDANA PLANA 3/8"""
RONDS006,"RONDANA PLANA 1/2"""
RONDS007,"RONDANA PLANA 5/8"""
RONDS008,"RONDANA PLANA 3/4"""
RONDS009,"RONDANA PLANA 7/8"""
RONDS010,"RONDANA PLANA 1"""
RONDS101,"RONDANA PLANA INOX. 1/2"""
RONDS102,"RONDANA PLANA INOX. 1/4"""
RONDS103,"RONDANA PLANA INOX. 5/16"""
RONDS104,RONDANA PLANA INOX. 5/8”
RONDS301,"RONDANA DE PRESION 5/16"""
RONDS302,"RONDANA DE PRESION 1/2"""
RONDS303,"RONDANA DE PRESION 5/8"""
RONDS304,"RONDANA DE PRESION 3/4"""
RONDS401,"RONDANA PLANA F436 3/4"""
RONDS402,"RONDANA DE PRESION INOX 5/16"""
RONDS404,RONDANA DE PRESION INOX. 5/8”
RUED-001,RUEDA 5 25 X 25 X 9.5 82A60K5VH1 22644
RUED-002,RUEDA 5 50 X 25 X 9.5 82A60K5VH1 22643
RUED-003,RUEDA ABRASIVA 175 X 13 X 31.7
RUED-004,RUEDA ABRASIVA 3SB54K7VP4 1 250 X 25 X 76.20
RUED-005,RUEDA ABRASIVA 3SB60K5VP4 1 350 X 25 X 127
RUED-007,"RUEDA ESME OXI ALUM. 6"" CLAVE 228 GRANO 100 3/4 VERDE"
RUED-008,"RUEDA ESME OXI ALUM. 6"" CLAVE 9 GRANO 80 3/4 GRIS"
RUED-009,RUEDA FLAP CON VASTAGO 25 X 25 X 6.4 GRANO 60 CLAVE 905
RUED-011,RUEDA FLAP CON VASTAGO 50 X 25 X 6.4 GRANO 60 CLAVE 915
RUED-012,RUEDA FLAP P/REBABEO Y ACABADO 150 X 25 X 25.4 GRANO 120
RUED-013,"RUEDA TRAPO P/PULIR 4"""
RUED-015,"RUEDA DE ESMERIL OXIDO DE ALUMINIO 8"" VERDE GRANO 100"
RUED-016,"RUEDA DE ESMERIL OXIDO DE ALUMINIO 8"" GRIS GRANO 36"
RUED-017,"RUEDA ROSA 10"" 250 X 25 X 76.2mm 52A541J2pVTR
CLAVE: 74"
RUED-018,"RUEDA ABRASIVA ROSA 350 X 25 X 127
CLAVE: 076"
RUED-019,RUEDA FLAP DE FELPA 25 X 25 X 6.4mm.
RUED-031,"RUEDA
  TRAPO P/PULIR 6"""
SACA-001,SACAPUNTAS DE PLASTICO
SACO-001,SACO DE RESINA 25lts.
SANI-001,"SANIPROL SANITIZANTE DESIFECTANTE A BASE DE SALES CAUTERINAS DE AMONIO ELIMINA LA CARGA BACTERINA EN SUPERFICIES COMO ESCRITORIOS, MESA DE TRABAJO , PUERTAS, CHAPAS ETC. CON UNA DISOLUCION DE 2.5 ML POR CADA LITRO DE AGUA"
SEGU-001,SEGUETA PARA ARCO 1812
SEGU-002,SEGUETA P/CALAR T101B DIENTE GRUESO
SEGU-003,SEGUETA P/CALAR T111C DIENTE FINO
SELL-001,SELLADOR SIKAFLEX NEGRO
SELL-002,SELLADOR SILICON BLANCO
SIER-001,"SIERRA CINTA 20 X 0.90 5/8 DDP 93"" X 2362 #528"
SIER-002,"SIERRA CIRCULAR P/CORTE DE METAL 6 X 1/8 X 1"""
SIER-003,SIERRA CIRCULAR
SIER-004,"SIERRA
  CINTA MVGLB 3/4"" X 3/4 DPP X 93"" (2.36 Mts) 
    AMADA"
SILB-001,SILBATO PARA PREVENCION DEL DELITO
SOLD-001,SOLDADURA EN POLVO EUTEC BOR 10009
SOLU-001,"SOLUBLE ANTIWEAR 2 HANGSTERFER""S AW2P"
SOLU-002,"SOLUBLE HANGSTERFER""S S-500 CF"
SOLV-002,SOLVENTE DIELECTRICO ELECTROSOL CITRAL
SPRA-001,SPRAY ANTISALPICADURAS WELD500 PARA BOQUILLAS Y PUNTAS DE CONTACTO
SPRO-001,SPROCKET MARTIN 40 A 36(MAR) TIPO A
SUSP-001,SUSPENCION MATRACA INFRA MTR 25CM21
SUSP-002,"SUSPENSION FW44P7 P/CARETAS ELITE,FURIUS, SWEISS
SKU-3059"
TABL-001,TABLERO DE CONEXIONES PRIMAS P/SOLDADURA
TABL-002,TABLA SUJETA HOJAS T/CARTA CON CLIP METALICO
TALA-001,TALADRO TIPO ESPADA
TALA-002,TALADRO MAGNETICO
TAPE-002,TAPE CINTA ADHESIVA
TAPE-003,MASKING TAPE 48mm X 50m
TAPO-001,TAPON AUDITIVO 3M 1110
TAPO-002,TAPON AUDITIVO 3M 1250 NEON DESECHABLE
TAPO-003,TAPON MACHO 1/4 NTP EN ACERO
TAPO-004,TAPON MACHO 3/8 NTP EN ACERO
TAQUS001,"TAQUETE DE PLASTICO 3/16"""
TAQUS002,"TAQUETE DE PLASTICO 1/4"""
TAQUS003,"TAQUETE DE PLASTICO 3/8"""
TAQUS004,"TAQUETE DE PLASTICO 3/8"""
TAQUS006,"TAQUETE
  TIPO ARPON (HILTI) 1/2 X 5 1/2"""
TAQUS101,"TAQUETE TIPO ARPON (HILTI) 1/4 X 2 1/4"""
TAQUS102,"TAQUETE TIPO ARPON (HILTI) 1/4 X 2 1/2"""
TAQUS103,"TAQUETE TIPO ARPON (HILTI) 3/8 X 1/2"""
TAQUS104,"TAQUETE TIPO ARPON (HILTI) 1/2 X 2 1/2"""
TAQUS105,"TAQUETE TIPO ARPON (HILTI) 5/8 X 6"""
TAQUS106,"TAQUETE TIPO ARPON (HILTI) 3/4 X 7"""
TAQUS107,"TAQUETE TIPO ARPON (HILTI) 3/8 X 3 3/4"""
TAQUS108,"TAQUETE TIPO ARPON (HILTI) 1/2 X 3 3/4"""
TARJ-001,TARJETA MIFARE CLASSIC
TARR-301,"TARRAJA HSS UNC 2"" 1-8"
TARR-302,"TARRAJA HSS UNC 2"" 7/8 - 9"
TARR-303,"TARRAJA HSS UNC 1 1/2"" 5/8 -11"
TARR-304,"TARRAJA HSS UNC 1 1/2"" 3/4 - 10"
TARR-305,"TARRAJA HSS UNC 1"" 1/4 - 20"
TARR-306,"TARRAJA HSS UNC 1"" 1/2 -13"
TARRM001,TARRAJA HSS M8 X 1.25
TARRM002,TARRAJA HSS M10 X 1.5
TARRM003,TARRAJA HSS M12 X 1.75
TARRM004,TARRAJA HSS 4.7mm
TARRS101,TARRAJA HSS 1/8 -27 NPT
TARRS102,TARRAJA HSS 1/4-18 NPT
TARRS103,TARRAJA HSS 5/16-18 UNC
TARRS104,TARRAJA HSS 3/8-16 UNC
TARRS105,TARRAJA HSS 1/2-13 UNC
TARRS106,TARRAJA HSS 3/8-24 NF
TEEG-001,"TEE GALV HIERRO ROSC 150 LBS DE 1/2"""
TERM - 011,TERMINAL DE EMPALME 12 - 10
TERM - 012,TERMINAL DE EMPALME 22 - 16
TERM-001,TERMINAL DE ESPADA 3/16
TERM-002,"TERMINAL AISLADA ARILLO 3/16"" 16-14 AZUL"
TERM-003,"TERMINAL AISLADA ARILLO 3/16"" 12-10 AMARILLO"
TERM-004,TERMINAL DE PUNTA C-16
TERM-005,TERMINAL DE PUNTA C-4
TERM-006,TERMINAL DE ESPADA 14 - 16
TERM-007,TERMINAL DE ESPADA 22 - 18
THIN-001,THINNER STD
TIJE-001,TIJERAS DE ACERO INOXIDABLE
TIJE-002,TIJERAS PARA CORTE DE LAMINA
TOAL-001,TOALLAS SHOP SCOTT
TOAL-002,TOALLAS HUMEDAS DESINFECTANTES GREEN FREG (400 PZ)
TOBE-001,TOBERA M-25 M-40 1/2 #169724
TOBE-002,TOBERA M15 1/2 #169715
TOBE-003,"TOBERA N-M1200C MDX250 MILLER
SKU-3065"
TOBE-004,BOQUILLA 23-50 250 AMP PRO
TOBE-005,BOQUILLA 23-62 250 AMP PRO
TORN-001,TORNILLO DE RETENCION 1026590
TORN-002,"TORNILLO DE BANCO INDUSTRIAL 4"" MOD. 424N MCA. URREA"
TORNH801,TORNILLO CSTB-2.5 L046 (7066668)
TORNH802,TORNILLO CSTB-2.5 6815313
TORNH803,TORNILLO PARA INSERTO 416.1-834
TORNH803,TORNILLO TORX 416.1-834
TORNH804,TORNILLO PARA CLAMP CLM20
TORNH805,TORNILLO PARA CLAMP CLM21
TORNH806,TORNILLO CSTB- 3.5 06802569
TORNH807,TORNILLO CAB. PLANA ESTRELLA CSTB - 3.5 L110 07050332
TORNH808,TORNILLO CSPB - 2.5 S 06819732
TORNH809,TORNILLO PARA INSERTO ALTO AVANCE F3510T8
TORNH810,TORNILLO 5513 020 09
TORNH811,TORNILLO ACS - 5W 06852685
TORNH812,TORNILLO 5513 020 28
TORNH813,TORNILLO CSTB4S 6802580
TORNH814,TORNILLO CSPB-2H 6851333
TORNH815,TORNILLO 5513 020 13
TORNH816,TORNILLO 5513 020 05
TORNH817,TORNILLO 5513 020 58
TORNH818,TORNILLO 5513 020 35
TORNH819,TORNILLO 5513 020 57
TORNH820,TORNILLO 5513 020 82
TORNH821,TORNILLO 5513 020 78
TORNH822,TORNILLO F3508T
TORNH823,TORNILLO 7011251
TORNH824,TORNILLO 5513 020 36
TORNH825,TORNILLO 7002353
TORNH826,TORNILLO 5513 020 41
TORNH827,TORNILLO 700-023-53
TORNH828,TORNILLO 5513-020-78
TORNH829,TORNILLO 219802
TORNH830,TORNILLO MS-2071
TORNH831,TORNILLO 219842
TORNH832,TORNILLO 219810
TORNH833,TORNILLO 219807
TORNH834,TORNILLO 219805
TORNH835,TORNILLO CSPB 2.5SH (6851335)
TORNH837,TORNILLO F3510T
TORNH838,TORNILLO MS-2071
TORNH839,TORNILLO PARA PLACA DE APOYO 5512-090-11
TORNH840,TORNILLO 5680084-02
TORNH841,TORNILLO 6807509
TORNH842,TORNILLO DP5009A
TORNH843,TORNILLO MS 1200 CAB. DE GOTA 3.5 X 20
TORNH846,TORNILLO HUECO 5512 090 09
TORNH847,TORNILLO S125 MM1019656
TORNH848,TORNILLO STC4 MM1029380
TORNH850,TORNILLO PARA CORTADOR T04N EOP 862188 250-141
TORNH852,TORNILLO 862145 240-140 TORNILLO PARA RH2P (12mm)
TORNH853,TORNILLO 219800
TORNM,
TORNM001,TORNILLO CAB. CILINDRICA ALLEN M 3 X 16
TORNM002,TORNILLO CAB. CILINDRICA ALLEN M 3 X 20
TORNM003,TORNILLO CAB. CILINDRICA ALLEN M 4 X 12
TORNM004,TORNILLO CAB. CILINDRICA ALLEN M 4 X 16
TORNM005,TORNILLO CAB. CILINDRICA ALLEN M 4 X 20
TORNM006,TORNILLO CAB. CILINDRICA ALLEN M 4 X 25
TORNM007,TORNILLO CAB. CILINDRICA ALLEN M 4 X 50
TORNM008,TORNILLO CAB. CILINDRICA ALLEN M 5 X 5
TORNM009,TORNILLO CAB. CILINDRICA ALLEN M 5 X 10
TORNM010,TORNILLO CAB. CILINDRICA ALLEN M 5 X 20
TORNM011,TORNILLO CAB. CILINDRICA ALLEN M 5 X 25
TORNM012,TORNILLO CAB. CILINDRICA ALLEN M 5 X 50
TORNM013,TORNILLO CAB. CILINDRICA ALLEN M 5 X 80
TORNM014,TORNILLO CAB. CILINDRICA ALLEN M 6 X 16
TORNM015,TORNILLO CAB. CILINDRICA ALLEN M 6 X 20
TORNM016,TORNILLO CAB. CILINDRICA ALLEN M 6 X 25
TORNM017,TORNILLO CAB. CILINDRICA ALLEN M 6 X 30
TORNM018,TORNILLO CAB. CILINDRICA ALLEN M 6 X 35
TORNM019,TORNILLO CAB. CILINDRICA ALLEN M 6 X 45
TORNM020,TORNILLO CAB. CILINDRICA ALLEN M 8 X 12
TORNM021,TORNILLO CAB. CILINDRICA ALLEN M 8 X 16
TORNM022,TORNILLO CAB. CILINDRICA ALLEN M 8 X 20
TORNM023,TORNILLO CAB. CILINDRICA ALLEN M 8 X 25
TORNM024,TORNILLO CAB. CILINDRICA ALLEN M 8 X 30
TORNM025,TORNILLO CAB. CILINDRICA ALLEN M 8 X 35
TORNM026,TORNILLO CAB. CILINDRICA ALLEN M 8 X 40
TORNM027,TORNILLO CAB. CILINDRICA ALLEN M 8 X 50
TORNM028,TORNILLO CAB. CILINDRICA ALLEN M 8 X 55
TORNM029,TORNILLO CAB. CILINDRICA ALLEN M 8 X 80
TORNM030,TORNILLO CAB. CILINDRICA ALLEN M 8 X 90
TORNM031,TORNILLO CAB. CILINDRICA ALLEN M 8 X 120
TORNM032,TORNILLO CAB. CILINDRICA ALLEN M10 X 20
TORNM033,TORNILLO CAB. CILINDRICA ALLEN M10 X 25
TORNM034,TORNILLO CAB. CILINDRICA ALLEN M10 X 30
TORNM035,TORNILLO CAB. CILINDRICA ALLEN M10 X 35
TORNM036,TORNILLO CAB. CILINDRICA ALLEN M10 X 40
TORNM037,TORNILLO CAB. CILINDRICA ALLEN M10 X 45
TORNM038,TORNILLO CAB. CILINDRICA ALLEN M10 X 70
TORNM039,TORNILLO CAB. CILINDRICA ALLEN M10 X 80
TORNM040,TORNILLO CAB. CILINDRICA ALLEN M10 X 90
TORNM041,TORNILLO CAB. CILINDRICA ALLEN M10 X 140
TORNM042,TORNILLO CAB. CILINDRICA ALLEN M12 X 20
TORNM043,TORNILLO CAB. CILINDRICA ALLEN M12 X 25
TORNM044,TORNILLO CAB. CILINDRICA ALLEN M12 X 35
TORNM045,TORNILLO CAB. CILINDRICA ALLEN M12 X 40
TORNM046,TORNILLO CAB. CILINDRICA ALLEN M12 X 45
TORNM047,TORNILLO CAB. CILINDRICA ALLEN M12 X 50
TORNM048,TORNILLO CAB. CILINDRICA ALLEN M12 X 60
TORNM049,TORNILLO CAB. CILINDRICA ALLEN M12 X 70
TORNM050,TORNILLO CAB. CILINDRICA ALLEN M12 X 75
TORNM051,TORNILLO CAB. CILINDRICA ALLEN M12 X 100
TORNM052,TORNILLO CAB. CILINDRICA ALLEN M12 X 140
TORNM053,TORNILLO CAB. CILINDRICA ALLEN M12 X 160
TORNM054,TORNILLO CAB. CILINDRICA ALLEN M14 X 50
TORNM055,TORNILLO CAB. CILINDRICA ALLEN M14 X 200
TORNM056,TORNILLO CAB. CILINDRICA ALLEN M16 X 30
TORNM057,TORNILLO CAB. CILINDRICA ALLEN M16 X 40
TORNM058,TORNILLO CAB. CILINDRICA ALLEN M16 X 70
TORNM059,TORNILLO CAB. CILINDRICA ALLEN M16 X 80
TORNM060,TORNILLO CAB. CILINDRICA ALLEN M16 X 90
TORNM061,TORNILLO CAB. CILINDRICA ALLEN M20 X 60
TORNM062,TORNILLO CAB. CILINDRICA ALLEN M20 X 80
TORNM063,TORNILLO CAB. CILINDRICA ALLEN M 8 X 160
TORNM064,TORNILLO CAB. CILINDRICA ALLEN M10 X 110
TORNM065,TORNILLO CAB. CILINDRICA ALLEN M 4 X 30
TORNM066,TORNILLO CAB. CILINDRICA ALLEN M 3 X 8
TORNM067,TORNILLO CAB. CILINDRICA ALLEN M 4 X 8
TORNM068,TORNILLO CAB. CILINDRICA ALLEN M 4 X 10
TORNM069,TORNILLO CAB. CILINDRICA ALLEN M 8 X 180
TORNM070,TORNILLO CAB. CILINDRICA ALLEN M16 X 55
TORNM071,TORNILLO CAB. CILINDRICA ALLEN M14 X 45
TORNM072,TORNILLO CAB. CILINDRICA ALLEN M 6 X 80
TORNM073,TORNILLO CAB. CILINDRICA ALLEN M10 X 150
TORNM074,TORNILLO CAB. CILINDRICA ALLEN M 5 X 12
TORNM075,TORNILLO CAB. CILINDRICA ALLEN M 6 X 12
TORNM076,TORNILLO CAB. CILINDRICA ALLEN M 5 X 16
TORNM077,TORNILLO CAB. CILINDRICA ALLEN M 6 X 12
TORNM078,TORNILLO CAB. CILINDRICA ALLEN M10 X 50
TORNM079,TORNILLO CAB. CILINDRICA ALLEN M10 X 16
TORNM080,TORNILLO CAB. CILINDRICA ALLEN M16 X 50
TORNM081,TORNILLO CAB. CILINDRICA ALLEN M 3 X 12
TORNM082,TORNILLO CAB. CILINDRICA ALLEN M16 X 60
TORNM086,TORNILLO CAB. CILINDRICA ALLEN M10 X 65
TORNM087,TORNILLO CAB. CILINDRICA ALLEN M 6 X 40
TORNM088,TORNILLO CAB. CILINDRICA ALLEN M 6 X 55
TORNM094,TORNILLO CAB. CILINDRICA ALLEN M8 X 45
TORNM101,TORNILLO CAB. CILINDRICA ALLEN INOX. M 4 X 1
TORNM102,TORNILLO CAB. CILINDRICA ALLEN INOX. M 4 X 6
TORNM103,TORNILLO CAB. CILINDRICA ALLEN INOX. M 4 X 10
TORNM104,TORNILLO CAB. CILINDRICA ALLEN INOX. M 4 X 20
TORNM105,TORNILLO CAB. CILINDRICA ALLEN INOX. M 5 X 20
TORNM105,TORNILLO CAB. CILINDRICA ALLEN M 5 X 10
TORNM106,TORNILLO CAB. CILINDRICA ALLEN INOX. M 5 X 25
TORNM107,TORNILLO CAB. CILINDRICA ALLEN INOX. M 5 X 30
TORNM108,TORNILLO CAB. CILINDRICA ALLEN INOX. M 6 X 20
TORNM109,TORNILLO CAB. CILINDRICA ALLEN INOX. M 6 X 25
TORNM110,TORNILLO CAB. CILINDRICA ALLEN INOX. M 8 X 30
TORNM111,TORNILLO CAB. CILINDRICA ALLEN INOX. M 8 X 50
TORNM112,TORNILLO CAB. CILINDRICA ALLEN INOX. M 8 X 70
TORNM113,TORNILLO CAB. CILINDRICA ALLEN INOX. M12 X 20
TORNM114,TORNILLO CAB. CILINDRICA ALLEN INOX. M 5 X 10
TORNM115,TORNILLO CAB. CILINDRICA ALLEN INOX. M 5 X 16
TORNM116,TORNILLO CAB. CILINDRICA ALLEN INOX. M 6 X 16
TORNM117,TORNILLO CAB. CILINDRICA ALLEN INOX. M 3 X 10
TORNM118,TORNILLO CAB. CILINDRICA ALLEN INOX. M 8 X 20
TORNM120,"TORNILLO
  CAB. CILINDRICA ALLEN INOX. M10 X 25"
TORNM121,"TORNILLO
  CAB. CILINDRICA ALLEN INOX. M10 X 35"
TORNM201,TORNILLO CAB. DE GOTA ALLEN M 4 X 6
TORNM202,TORNILLO CAB. DE GOTA ALLEN M 4 X 8
TORNM203,TORNILLO CAB. DE GOTA ALLEN M 4 X 15
TORNM204,TORNILLO CAB. DE GOTA ALLEN M 6 X 25
TORNM205,TORNILLO CAB. DE GOTA ALLEN M 6 X 30
TORNM206,TORNILLO CAB. DE GOTA ALLEN M 6 X 35
TORNM207,TORNILLO CAB. DE GOTA ALLEN M 8 X 12
TORNM208,TORNILLO CAB. DE GOTA ALLEN M12 X 30
TORNM209,TORNILLO CAB. DE GOTA ALLEN M 8 X 20
TORNM210,TORNILLO CAB. DE GOTA ALLEN M 8 X 25
TORNM211,TORNILLO CAB. DE GOTA ALLEN M 8 X 15
TORNM212,TORNILLO CAB. DE GOTA ALLEN M 6 X 20
TORNM213,TORNILLO CAB. DE GOTA ALLEN M 4 X 10
TORNM214,TORNILLO CAB. DE GOTA ALLEN M 5 X 8
TORNM215,TORNILLO CAB. DE GOTA ALLEN M 5 X 10
TORNM216,TORNILLO CAB. DE GOTA ALLEN M 5 X 12
TORNM217,TORNILLO CAB. DE GOTA ALLEN M 6 X 8
TORNM218,TORNILLO CAB. DE GOTA ALLEN M 6 X 12
TORNM219,TORNILLO CAB. DE GOTA ALLEN M 8 X 10
TORNM220,TORNILLO CAB. DE GOTA ALLEN M 8 X 16
TORNM301,TORNILLO CAB. HEX M10 X 30
TORNM302,TORNILLO CAB. HEX M10 X 125
TORNM303,TORNILLO CAB. HEX M12 X 35
TORNM304,TORNILLO CAB. HEX M12 X 40
TORNM305,TORNILLO CAB. HEX M12 X 50
TORNM306,TORNILLO CAB. HEX M14 X 30
TORNM307,TORNILLO CAB. HEX M14 X 40
TORNM308,TORNILLO CAB. HEX M14 X 70
TORNM309,TORNILLO CAB. HEX M16 X 60
TORNM310,TORNILLO CAB. HEX M16 X 70
TORNM311,TORNILLO CAB. HEX M16 X 80
TORNM312,TORNILLO CAB. HEX M16 X 90
TORNM313,TORNILLO CAB. HEX M20 X 55
TORNM314,TORNILLO CAB. HEX M20 X 60
TORNM315,TORNILLO CAB. HEX M12 X 30
TORNM316,TORNILLO CAB. HEX M18 X 60
TORNM317,TORNILLO CAB. HEX M10 X 45
TORNM318,TORNILLO CAB. HEX M10 X 35
TORNM319,TORNILLO CAB. HEX M10 X 55
TORNM320,TORNILLO CAB. HEX M 8 X 25
TORNM321,TORNILLO CAB. HEX M14 X 45
TORNM322,TORNILLO CAB. HEX M16 X 50
TORNM323,TORNILLO CAB. HEX. M10 X 15
TORNM324,"TORNILLO
  CAB. HEX M16 X 150"
TORNM351,TORNILLO CAB. HEX INOX. M 8 X 35
TORNM401,TORNILLO CAB. PLANA ALLEN M 3 X 8
TORNM402,TORNILLO CAB. PLANA ALLEN M 3 X 12
TORNM403,TORNILLO CAB. PLANA ALLEN M 3 X 16
TORNM404,TORNILLO CAB. PLANA ALLEN M 4 X 8
TORNM405,TORNILLO CAB. PLANA ALLEN M 4 X 10
TORNM406,TORNILLO CAB. PLANA ALLEN M 4 X 15
TORNM407,TORNILLO CAB. PLANA ALLEN M 5 X 8
TORNM408,TORNILLO CAB. PLANA ALLEN M 6 X 8
TORNM409,TORNILLO CAB. PLANA ALLEN M 6 X 16
TORNM410,TORNILLO CAB. PLANA ALLEN M 6 X 25
TORNM411,TORNILLO CAB. PLANA ALLEN M 6 X 35
TORNM412,TORNILLO CAB. PLANA ALLEN M 6 X 40
TORNM413,TORNILLO CAB. PLANA ALLEN M 8 X 20
TORNM414,TORNILLO CAB. PLANA ALLEN M 8 X 25
TORNM415,TORNILLO CAB. PLANA ALLEN M 8 X 12
TORNM416,TORNILLO CAB. PLANA ALLEN M 8 X 60
TORNM417,TORNILLO CAB. PLANA ALLEN M10 X 18
TORNM418,TORNILLO CAB. PLANA ALLEN M10 X 40
TORNM419,TORNILLO CAB. PLANA ALLEN M 8 X 10
TORNM420,TORNILLO CAB. PLANA ALLEN M 8 X 35
TORNM421,TORNILLO CAB. PLANA ALLEN M 4 X 30
TORNM422,TORNILLO CAB. PLANA ALLEN M 3 X 10
TORNM423,TORNILLO CAB. PLANA ALLEN M 2 X 5
TORNM424,TORNILLO CAB. PLANA ALLEN M 8 X 16
TORNM425,TORNILLO CAB. PLANA ALLEN M 5 X 20
TORNM426,TORNILLO CAB. PLANA ALLEN M 6X12
TORNM427,TORNILLO CAB. PLANA ALLEN 3/16 X 3/4
TORNM428,TORNILLO CAB. PLANA ALLEN M 6 X 20
TORNM429,TORNILLO CAB. PLANA ALLEN M 5 X 20
TORNM501,TORNILLO CAB. PLANA ALLEN INOX. M 4 X 10
TORNM502,TORNILLO CAB. PLANA ALLEN INOX. M 5 X 10
TORNM503,TORNILLO CAB. PLANA ALLEN INOX. M 5 X 15
TORNM504,TORNILLO CAB. PLANA ALLEN INOX. M 6 X 12
TORNM505,TORNILLO CAB. PLANA ALLEN INOX. M 5 X 20
TORNM506,TORNILLO CAB. PLANA ALLEN INOX. M 6 X 20
TORNM507,TORNILLO CAB. PLANA ALLEN INOX. M 6 X 25
TORNM508,TORNILLO CAB. PLANA ALLEN INOX. M 8 X 20
TORNM509,TORNILLO CAB. PLANA ALLEN INOX. M10 X 25
TORNM510,TORNILLO CAB. PLANA ALLEN INOX. M 6 X 16
TORNM601,TORNILLO CAB. QUESO M 4 X 10
TORNM602,TORNILLO CAB. QUESO M 5 X 10
TORNM603,TORNILLO CAB. QUESO M 6 X 10
TORNM651,TARNILLO CAB. BOTON ALLEN M 4 X 6 (LLAVE ALLEN)
TORNM652,TORNILLO CAB. BOTON M 4 X 8 (LLAVE ALLEN)
TORNM653,TORNILLO CAB. BOTON M 4 X 10 (LLAVE ALLEN)
TORNM654,TORNILLO CAB. BOTON M 4 X 10 (DESARMADOR DE CRUZ)
TORNM655,TORNILLO CAB. BOTON M 4 X 50 (LLAVE ALLEN)
TORNM656,TORNILLO CAB. BOTON M 5 X 12 (LLAVE ALLEN)
TORNM701,TORNILLO GUIA M12 X 50
TORNM702,TORNILLO GUIA M12 X 80
TORNM703,TORNILLO GUIA M 8 X 16
TORNM704,TORNILLO GUIA M10 X 50
TORNM705,TORNILLO GUIA M16 X 40
TORNM706,TORNILLO GUIA M16 X 40
TORNS001,"TORNILLO CAB. CILINDRICA ALLEN 3/16 X 3/4"""
TORNS002,"TORNILLO CAB. CILINDRICA ALLEN 3/16 X 1"""
TORNS003,"TORNILLO CAB. CILINDRICA ALLEN 3/16 X 1 1/2"""
TORNS004,"TORNILLO CAB. CILINDRICA ALLEN 3/16 X 2"""
TORNS005,"TORNILLO CAB. CILINDRICA ALLEN 3/16 X 2 1/2"""
TORNS006,"TORNILLO CAB. CILINDRICA ALLEN 1/4 X 3/4"""
TORNS007,"TORNILLO CAB. CILINDRICA ALLEN 1/4 X 1"""
